player_id,player_name,position,orientation,archetype_key,archetype_name,minutes,latest_team_name,primary_league_name,raw_quality_rating,minutes_reliability,futbud_rating,role_rating_percentile,quality_status,quality_metric_count,pass_accuracy_pct_quality,duel_win_pct_quality,blocks_per90_quality,interceptions_per90_quality,tackles_per90_quality,dribbled_past_per90_quality,dribble_success_pct_quality,key_passes_per90_quality,assists_per90_quality,goals_per90_quality,shot_accuracy_pct_quality,fouls_drawn_per90_quality,shots_total_per90_quality
20535,Habibou Diallo,F,central,traditional_9,Traditional No. 9,1910.0,Metz,Ligue 1,24.1,94.1,25.6,7.5,Poor,5,,84.05797101449275,,,,,,14.009661835748794,,17.391304347826086,18.357487922705314,,17.874396135265698
20546,Brendan Chardonnet,D,,positional_cb,Positional Center Back,2547.0,Stade Brestois 29,Ligue 1,42.3,98.9,42.4,27.6,Below Average,6,6.103286384976526,43.66197183098591,98.59154929577466,61.97183098591549,49.76525821596244,20.187793427230048,,,,,,,
20554,Haris Belkebla,M,central,defensive_midfielder,Defensive Midfielder (DM / 6),2880.0,Angers,Ligue 1,61.2,100.0,61.2,77.6,Very Good,5,67.17948717948717,89.74358974358975,,38.46153846153847,53.333333333333336,,46.666666666666664,,,,,,
20558,Hugo Magnetti,M,central,defensive_midfielder,Defensive Midfielder (DM / 6),2697.0,Stade Brestois 29,Ligue 1,66.0,100.0,66.0,84.7,Very Good,5,32.82051282051282,81.53846153846153,,82.05128205128204,58.46153846153847,,78.46153846153847,,,,,,
20589,Bryan Mbeumo,F,wide,linking_winger,Linking Forward,2621.0,Manchester United,Premier League,42.3,99.4,42.4,32.0,Below Average,5,30.612244897959183,,,,,,,36.734693877551024,28.57142857142857,65.3061224489796,65.3061224489796,,
20600,Romain Perraud,D,,creative_fullback,Creative Fullback,2253.0,Lille,Ligue 1,70.1,96.7,69.4,89.9,Excellent,6,69.49152542372882,52.54237288135594,,54.23728813559322,,,41.94915254237288,91.52542372881356,85.59322033898306,,,,
20634,Alexis Claude-Maurice,F,wide,direct_winger,Direct Forward,2107.0,FC Augsburg,Bundesliga,57.2,95.6,56.8,66.7,Good,5,,,,,,,84.0909090909091,34.090909090909086,,56.81818181818182,25.0,59.09090909090909,
20638,Enzo Le Fée,M,central,box_to_box_midfielder,Box-to-Box Midfielder (CM / 8),2944.0,Sunderland,Premier League,63.9,100.0,63.9,91.0,Excellent,7,62.878787878787875,50.75757575757576,,66.66666666666666,94.6969696969697,,13.636363636363635,,87.87878787878788,78.78787878787878,,,
20656,Enzo Ebosse,D,,positional_cb,Positional Center Back,1331.0,Torino,Serie A,36.3,89.9,37.7,18.5,Poor,6,56.33802816901409,0.0,84.97652582159625,9.389671361502346,9.859154929577464,47.41784037558685,,,,,,,
20665,Jean-Ricner Bellegarde,M,wide,six_eight_hybrid,6/8 Hybrid,1251.0,Wolves,Premier League,75.6,89.3,72.9,92.3,Excellent,6,45.689655172413794,91.37931034482759,,63.793103448275865,70.6896551724138,,98.70689655172413,,,,,87.93103448275862,
