player_id,player_name,season,position,primary_league_id,primary_league_name,latest_team_id,latest_team_name,minutes,appearances,provider_rating_avg,pass_accuracy_pct,goals,assists,shots_total,shots_on_target,passes_total,key_passes,tackles,blocks,interceptions,duels_total,duels_won,dribbles_attempted,dribbles_successful,dribbled_past,fouls_drawn,fouls_committed,offsides,yellow_cards,red_cards,goals_per90,assists_per90,shots_total_per90,shots_on_target_per90,passes_total_per90,key_passes_per90,tackles_per90,blocks_per90,interceptions_per90,duels_total_per90,duels_won_per90,dribbles_attempted_per90,dribbles_successful_per90,dribbled_past_per90,fouls_drawn_per90,fouls_committed_per90,offsides_per90,yellow_cards_per90,red_cards_per90,shot_accuracy_pct,duel_win_pct,dribble_success_pct,orientation_cluster,orientation_distance,archetype_cluster
45,Thomas Lemar,2025,M,140,La Liga,547,Girona,1273.0,27,6.721995286724273,88.14589665653494,3.0,1.0,11.0,8.0,658.0,20.0,27.0,2.0,5.0,153.0,69.0,34.0,20.0,16.0,20.0,19.0,0.0,4,0,0.2120974076983503,0.0706991358994501,0.7776904948939513,0.565593087195601,46.520031421838176,1.4139827179890023,1.908876669285153,0.1413982717989002,0.3534956794972506,10.816967792615868,4.878240377062058,2.4037706205813043,1.4139827179890023,1.131186174391202,1.4139827179890023,1.343283582089552,0.0,0.2827965435978005,0.0,72.72727272727273,45.09803921568628,58.82352941176471,0,1.7384753332570255,1
83,Arnaut Danjuma,2025,M,140,La Liga,532,Valencia,1627.0,30,6.7779963122311,77.74936061381074,3.0,2.0,28.0,14.0,391.0,17.0,13.0,1.0,2.0,158.0,69.0,64.0,27.0,6.0,22.0,21.0,5.0,0,0,0.1659496004917025,0.1106330669944683,1.548862937922557,0.7744314689612785,21.628764597418563,0.9403810694529808,0.7191149354640444,0.0553165334972341,0.1106330669944683,8.740012292563,3.816840811309158,3.540258143822987,1.4935464044253228,0.331899200983405,1.2169637369391515,1.1616472034419176,0.2765826674861708,0.0,0.0,50.0,43.67088607594937,42.1875,0,2.414638023585145,0
107,Sofiane Diop,2025,M,61,Ligue 1,84,Nice,2252.0,35,6.959724689165187,78.50162866449512,8.0,3.0,38.0,17.0,921.0,38.0,24.0,3.0,21.0,250.0,113.0,68.0,33.0,20.0,47.0,23.0,7.0,5,0,0.3197158081705151,0.1198934280639431,1.5186500888099466,0.6793960923623446,36.80728241563055,1.5186500888099466,0.9591474245115452,0.1198934280639431,0.839253996447602,9.991119005328596,4.515985790408526,2.717584369449378,1.3188277087033748,0.7992895204262876,1.878330373001776,0.919182948490231,0.2797513321492007,0.1998223801065719,0.0,44.73684210526316,45.2,48.52941176470589,0,1.2788809268101402,0
143,Carles Aleñá,2025,M,140,La Liga,542,Alaves,1995.0,34,6.6133834586466165,85.1764705882353,0.0,4.0,18.0,5.0,850.0,38.0,37.0,2.0,10.0,228.0,99.0,27.0,12.0,24.0,36.0,38.0,1.0,5,0,0.0,0.1804511278195488,0.81203007518797,0.225563909774436,38.34586466165413,1.7142857142857144,1.669172932330827,0.0902255639097744,0.4511278195488721,10.285714285714285,4.466165413533835,1.218045112781955,0.5413533834586467,1.0827067669172934,1.62406015037594,1.7142857142857144,0.0451127819548872,0.225563909774436,0.0,27.77777777777778,43.42105263157895,44.44444444444444,0,1.8338807953514056,0
219,Matteo Politano,2025,M,135,Serie A,492,Napoli,2213.0,34,6.952417532760958,82.02127659574468,2.0,5.0,35.0,13.0,940.0,37.0,15.0,2.0,5.0,182.0,84.0,69.0,33.0,11.0,28.0,19.0,0.0,4,0,0.0813375508359692,0.2033438770899231,1.4234071396294623,0.5286940804338003,38.22864889290556,1.5047446904654316,0.6100316312697696,0.0813375508359692,0.2033438770899231,7.401717126073203,3.416177135110709,2.80614550384094,1.342069588793493,0.447356529597831,1.1387257117035698,0.7727067329417081,0.0,0.1626751016719385,0.0,37.142857142857146,46.15384615384615,47.82608695652174,0,2.3143240733071884,0
247,Cody Gakpo,2025,M,39,Premier League,40,Liverpool,2754.0,36,6.968917937545387,78.53333333333333,7.0,5.0,54.0,21.0,750.0,53.0,28.0,4.0,13.0,334.0,162.0,69.0,34.0,14.0,44.0,42.0,30.0,3,0,0.2287581699346405,0.1633986928104575,1.7647058823529411,0.6862745098039216,24.509803921568626,1.7320261437908495,0.915032679738562,0.130718954248366,0.4248366013071895,10.915032679738562,5.294117647058823,2.2549019607843137,1.1111111111111112,0.457516339869281,1.437908496732026,1.3725490196078431,0.9803921568627452,0.0980392156862745,0.0,38.88888888888889,48.50299401197605,49.275362318840585,0,1.4909034578597409,0
272,Adrien Rabiot,2025,M,135,Serie A,489,AC Milan,2640.0,30,7.225,85.88235294117646,6.0,4.0,35.0,12.0,1360.0,31.0,57.0,5.0,20.0,313.0,174.0,42.0,20.0,19.0,56.0,37.0,7.0,7,1,0.2045454545454545,0.1363636363636363,1.193181818181818,0.409090909090909,46.36363636363636,1.0568181818181817,1.943181818181818,0.1704545454545454,0.6818181818181819,10.670454545454543,5.931818181818182,1.4318181818181817,0.6818181818181819,0.6477272727272727,1.9090909090909087,1.2613636363636365,0.2386363636363636,0.2386363636363636,0.034090909090909,34.285714285714285,55.59105431309904,47.61904761904761,0,1.8948074353507856,1
306,Mohamed Salah,2025,M,39,Premier League,40,Liverpool,2148.0,27,6.939571694599628,76.92307692307693,7.0,7.0,45.0,19.0,793.0,49.0,17.0,1.0,4.0,201.0,60.0,72.0,19.0,9.0,16.0,10.0,14.0,1,0,0.2932960893854748,0.2932960893854748,1.885474860335196,0.7960893854748603,33.22625698324022,2.053072625698324,0.7122905027932961,0.0418994413407821,0.1675977653631284,8.421787709497206,2.513966480446927,3.016759776536313,0.7960893854748603,0.3770949720670391,0.6703910614525139,0.4189944134078212,0.5865921787709497,0.0418994413407821,0.0,42.22222222222222,29.85074626865672,26.38888888888889,0,2.6904166274592765,0
510,Serge Gnabry,2025,M,78,Bundesliga,157,Bayern München,1228.0,21,7.241286644951139,89.83050847457628,8.0,6.0,35.0,17.0,649.0,23.0,18.0,1.0,4.0,96.0,40.0,34.0,16.0,7.0,6.0,9.0,6.0,1,0,0.5863192182410424,0.4397394136807817,2.5651465798045603,1.2459283387622149,47.56514657980456,1.6856677524429968,1.3192182410423452,0.0732899022801303,0.2931596091205212,7.035830618892508,2.931596091205212,2.4918566775244297,1.1726384364820848,0.5130293159609121,0.4397394136807817,0.6596091205211726,0.4397394136807817,0.0732899022801303,0.0,48.57142857142857,41.66666666666667,47.05882352941176,0,3.5275328362225427,0
519,Corentin Tolisso,2025,M,61,Ligue 1,80,Lyon,2306.0,30,7.151864700780571,84.24657534246576,11.0,4.0,42.0,27.0,1314.0,34.0,32.0,10.0,18.0,299.0,146.0,16.0,6.0,31.0,55.0,42.0,3.0,5,0,0.4293148308759758,0.1561144839549002,1.6392020815264523,1.0537727666955767,51.28360797918473,1.3269731136166525,1.248915871639202,0.3902862098872506,0.7025151777970512,11.669557675628791,5.69817866435386,0.6244579358196011,0.2341717259323504,1.209887250650477,2.146574154379879,1.6392020815264523,0.1170858629661752,0.1951431049436253,0.0,64.28571428571429,48.82943143812709,37.5,0,2.400790082101257,0
563,Alejandro Grimaldo,2025,M,78,Bundesliga,168,Bayer Leverkusen,2524.0,29,7.341798732171157,87.39770867430443,8.0,8.0,43.0,21.0,1833.0,70.0,49.0,5.0,19.0,244.0,113.0,61.0,25.0,27.0,29.0,11.0,8.0,5,0,0.2852614896988906,0.2852614896988906,1.5332805071315374,0.7488114104595879,65.36053882725832,2.4960380348652933,1.7472266244057053,0.1782884310618066,0.6774960380348654,8.700475435816164,4.029318541996831,2.175118858954041,0.8914421553090333,0.962757527733756,1.0340729001584783,0.3922345483359746,0.2852614896988906,0.1782884310618066,0.0,48.837209302325576,46.31147540983606,40.98360655737705,0,3.1496602822856747,0
