player_id,player_name,season,position,primary_league_id,primary_league_name,latest_team_id,latest_team_name,minutes,appearances,provider_rating_avg,pass_accuracy_pct,goals,assists,shots_total,shots_on_target,passes_total,key_passes,tackles,blocks,interceptions,duels_total,duels_won,dribbles_attempted,dribbles_successful,dribbled_past,fouls_drawn,fouls_committed,offsides,yellow_cards,red_cards,goals_per90,assists_per90,shots_total_per90,shots_on_target_per90,passes_total_per90,key_passes_per90,tackles_per90,blocks_per90,interceptions_per90,duels_total_per90,duels_won_per90,dribbles_attempted_per90,dribbles_successful_per90,dribbled_past_per90,fouls_drawn_per90,fouls_committed_per90,offsides_per90,yellow_cards_per90,red_cards_per90,shot_accuracy_pct,duel_win_pct,dribble_success_pct,cluster
17,Christian Pulišić,2025,F,135,Serie A,489,AC Milan,1612.0,30,6.983622828784119,85.92814371257485,8.0,4.0,41.0,25.0,668.0,38.0,15.0,1.0,3.0,166.0,78.0,64.0,30.0,7.0,23.0,11.0,3.0,0,0,0.4466501240694789,0.2233250620347394,2.2890818858560795,1.3957816377171215,37.29528535980149,2.1215880893300247,0.8374689826302729,0.0558312655086848,0.1674937965260546,9.267990074441688,4.354838709677419,3.5732009925558312,1.6749379652605458,0.390818858560794,1.2841191066997515,0.6141439205955335,0.1674937965260546,0.0,0.0,60.97560975609756,46.98795180722892,46.875,0
22,Jacob Bruun Larsen,2025,F,39,Premier League,44,Burnley,1038.0,28,6.575529865125239,81.5068493150685,0.0,1.0,10.0,4.0,292.0,12.0,12.0,1.0,6.0,92.0,33.0,35.0,10.0,5.0,0.0,1.0,4.0,0,0,0.0,0.0867052023121387,0.8670520231213872,0.3468208092485549,25.31791907514451,1.0404624277456649,1.0404624277456649,0.0867052023121387,0.5202312138728323,7.976878612716763,2.8612716763005777,3.034682080924856,0.8670520231213872,0.4335260115606936,0.0,0.0867052023121387,0.3468208092485549,0.0,0.0,40.0,35.869565217391305,28.57142857142857,0
56,Antoine Griezmann,2025,F,140,La Liga,530,Atletico Madrid,1476.0,34,6.921476964769648,82.57887517146777,7.0,4.0,45.0,25.0,729.0,32.0,14.0,2.0,8.0,105.0,44.0,26.0,9.0,11.0,10.0,4.0,15.0,1,0,0.4268292682926829,0.2439024390243902,2.74390243902439,1.5243902439024388,44.45121951219512,1.951219512195122,0.8536585365853658,0.1219512195121951,0.4878048780487805,6.402439024390244,2.6829268292682924,1.5853658536585364,0.5487804878048781,0.6707317073170731,0.6097560975609756,0.2439024390243902,0.9146341463414632,0.0609756097560975,0.0,55.55555555555556,41.90476190476191,34.61538461538461,0
59,Álvaro Morata,2025,F,135,Serie A,895,Como,932.0,26,6.544301075268818,75.9825327510917,0.0,1.0,19.0,8.0,231.0,10.0,14.0,0.0,1.0,124.0,65.0,7.0,2.0,6.0,33.0,16.0,9.0,4,1,0.0,0.0965665236051502,1.834763948497854,0.7725321888412017,22.3068669527897,0.965665236051502,1.351931330472103,0.0,0.0965665236051502,11.974248927038628,6.276824034334763,0.6759656652360515,0.1931330472103004,0.5793991416309013,3.186695278969957,1.5450643776824031,0.8690987124463521,0.3862660944206008,0.0965665236051502,42.10526315789473,52.41935483870967,28.57142857142857,1
85,Cyril Ngonge,2025,F,135,Serie A,540,Espanyol,1439.0,29,6.669284225156359,71.3527851458886,1.0,3.0,30.0,16.0,377.0,20.0,18.0,0.0,6.0,206.0,98.0,51.0,24.0,7.0,30.0,29.0,11.0,6,0,0.0625434329395413,0.187630298818624,1.8763029881862403,1.0006949270326615,23.578874218207087,1.2508686587908269,1.1257817929117444,0.0,0.375260597637248,12.883947185545518,6.129256428075052,3.1897150799166085,1.5010423905489922,0.4378040305767894,1.8763029881862403,1.813759555246699,0.6879777623349548,0.375260597637248,0.0,53.333333333333336,47.57281553398058,47.05882352941176,1
120,Willem Geubbels,2025,F,61,Ligue 1,114,Paris FC,1019.0,24,6.631496062992127,69.85645933014354,5.0,0.0,26.0,9.0,209.0,7.0,3.0,3.0,6.0,116.0,38.0,7.0,1.0,4.0,3.0,19.0,10.0,0,0,0.4416094210009814,0.0,2.296368989205103,0.7948969578017665,18.45927379784102,0.6182531894013739,0.2649656526005888,0.2649656526005888,0.5299313052011776,10.245338567222769,3.3562315996074585,0.6182531894013739,0.0883218842001962,0.353287536800785,0.2649656526005888,1.6781157998037293,0.8832188420019628,0.0,0.0,34.61538461538461,32.758620689655174,14.285714285714285,1
153,Ousmane Dembélé,2025,F,61,Ligue 1,85,Paris Saint Germain,1062.0,22,7.764406779661016,83.08724832214766,10.0,7.0,38.0,18.0,745.0,41.0,6.0,0.0,0.0,73.0,36.0,39.0,24.0,3.0,4.0,3.0,8.0,0,0,0.847457627118644,0.5932203389830508,3.2203389830508478,1.5254237288135593,63.13559322033898,3.4745762711864407,0.5084745762711864,0.0,0.0,6.186440677966101,3.0508474576271185,3.305084745762712,2.0338983050847457,0.2542372881355932,0.3389830508474576,0.2542372881355932,0.6779661016949152,0.0,0.0,47.368421052631575,49.31506849315068,61.53846153846154,0
184,Harry Kane,2025,F,78,Bundesliga,157,Bayern München,2382.0,31,7.904030226700253,81.01788170563961,36.0,5.0,91.0,67.0,727.0,40.0,19.0,6.0,8.0,239.0,126.0,51.0,32.0,14.0,32.0,25.0,20.0,1,0,1.3602015113350123,0.1889168765743073,3.438287153652393,2.531486146095718,27.468513853904284,1.5113350125944585,0.7178841309823677,0.2267002518891687,0.3022670025188916,9.03022670025189,4.760705289672544,1.9269521410579349,1.2090680100755666,0.5289672544080605,1.2090680100755666,0.9445843828715366,0.7556675062972292,0.0377833753148614,0.0,73.62637362637363,52.71966527196653,62.74509803921568,1
215,Sebastiano Esposito,2025,F,135,Serie A,490,Cagliari,2699.0,36,7.032641719155242,75.57328015952145,7.0,5.0,42.0,16.0,1003.0,71.0,56.0,4.0,20.0,312.0,149.0,41.0,17.0,41.0,56.0,45.0,5.0,6,0,0.2334197851055947,0.1667284179325676,1.400518710633568,0.5335309373842164,33.44572063727306,2.36754353464246,1.8673582808447573,0.1333827343460541,0.6669136717302705,10.40385327899222,4.968506854390515,1.3671730270470546,0.5668766209707299,1.3671730270470546,1.8673582808447573,1.5005557613931086,0.1667284179325676,0.2000741015190811,0.0,38.095238095238095,47.756410256410255,41.46341463414634,0
217,Lautaro Martínez,2025,F,135,Serie A,505,Inter,2178.0,30,7.074242424242424,78.16666666666666,17.0,6.0,69.0,39.0,600.0,37.0,24.0,0.0,7.0,253.0,115.0,43.0,20.0,9.0,47.0,47.0,8.0,4,0,0.7024793388429752,0.2479338842975206,2.851239669421488,1.6115702479338845,24.793388429752067,1.5289256198347108,0.9917355371900828,0.0,0.2892561983471074,10.454545454545457,4.752066115702479,1.7768595041322313,0.8264462809917356,0.371900826446281,1.9421487603305785,1.9421487603305785,0.3305785123966942,0.1652892561983471,0.0,56.52173913043478,45.45454545454545,46.51162790697674,1
